"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Chocolate_Type"
"Michel Cluizel","Chiapas, Mokaya P.",963,2012,66,"France",3.75,"Mexico","Deserowa"
"Michel Cluizel","Carenero Superior, Concepcion",117,2007,66,"France",3.5,"Venezuela","Deserowa"
"Michel Cluizel","Vila Gracinda",135,2007,67,"France",3.5,"Sao Tome","Deserowa"
"Michel Cluizel","Carre Amer",24,2006,60,"France",2," ","Deserowa"
"Michel Cluizel","Carre Grand Noir",24,2006,85,"France",2," ","Gorzka"
"Michel Cluizel","Tamarina",24,2006,70,"France",3,"Sao Tome","Deserowa"
"Michel Cluizel","Los Ancones P.",24,2006,67,"France",4,"Dominican Republic","Deserowa"
"Michel Cluizel","Mangaro P.",24,2006,65,"France",4,"Madagascar","Deserowa"
"Michel Cluizel","Maralumi P.",24,2006,64,"France",4,"Papua New Guinea","Deserowa"
"Michel Cluizel","Noir Infini",81,2006,99,"France",2," ","Gorzka"
"Middlebury","Maya Mountain",1490,2015,80,"U.S.A.",3.5,"Belize","Gorzka"
"Middlebury","San Juan Estate",1490,2015,70,"U.S.A.",3.5,"Trinidad","Deserowa"
"Middlebury","Oko Caribe",1490,2015,75,"U.S.A.",3.75,"Dominican Republic","Gorzka"
"Middlebury","Patanemo, Epoch, Donaldo",1490,2015,75,"U.S.A.",3.75,"Venezuela","Gorzka"
"Middlebury","Kokoa Kamili",1538,2015,75,"U.S.A.",3.25,"Tanzania","Gorzka"
"Middlebury","Matagalpa, Cacao Bisiesto",1538,2015,70,"U.S.A.",3.5,"Nicaragua","Deserowa"
"Middlebury","La Red",1117,2013,75,"U.S.A.",2.5,"Dominican Republic","Gorzka"
"Middlebury","Belize",1117,2013,80,"U.S.A.",3.25,"Belize","Gorzka"
"Middlebury","Houseblend",887,2012,65,"U.S.A.",1.5," ","Deserowa"
"Middlebury","Alto Beni",887,2012,75,"U.S.A.",2,"Bolivia","Gorzka"
"Middlebury","Balinese, Java",887,2012,70,"U.S.A.",2.5,"Indonesia","Deserowa"
"Millcreek Cacao Roasters","Ecuador",1073,2013,70,"U.S.A.",2.5,"Ecuador","Deserowa"
"Millcreek Cacao Roasters","Ecuador",825,2012,70,"U.S.A.",3.5,"Ecuador","Deserowa"
"Mindo","Ecuador",607,2010,67,"U.S.A.",2.75,"Ecuador","Deserowa"
"Mindo","Ecuador",607,2010,77,"U.S.A.",2.75,"Ecuador","Gorzka"
"Minimal","Acul-du-Nord, 2015",1920,2016,70,"Japan",3.5,"Haiti","Deserowa"
"Mission","Fazenda Camboa, Bahia",1880,2016,75,"Brazil",3.75,"Brazil","Gorzka"
"Mission","Bahia, Fazenda Venturosa",1626,2015,70,"Brazil",3.5,"Brazil","Deserowa"
"Mita","Tumaco",955,2012,65,"Colombia",2.5,"Colombia","Deserowa"
"Moho","Toledo District, w/ nibs",1026,2013,73,"U.S.A.",3.25,"Belize","Gorzka"
"Moho","Toledo District",1030,2013,72,"U.S.A.",3,"Belize","Gorzka"
"Moho","Umoho R., Toledo District, San Felipe",607,2010,67,"U.S.A.",2.75,"Belize","Deserowa"
"Molucca","La Red",1614,2015,70,"U.S.A.",3,"Domincan Republic","Deserowa"
"Molucca","Indonesia",1618,2015,70,"U.S.A.",2.75,"Indonesia","Deserowa"
"Molucca","Peru",1618,2015,70,"U.S.A.",3.25,"Peru","Deserowa"
"Momotombo","Matagalpa",661,2011,70,"Nicaragua",2.75,"Nicaragua","Deserowa"
"Momotombo","Mombacho",661,2011,70,"Nicaragua",2.75,"Nicaragua","Deserowa"
"Momotombo","Oscuro",772,2011,70,"Nicaragua",3.25,"Nicaragua","Deserowa"
"Monarque","Oko Caribe",1812,2016,72,"Canada",3.5,"Dominican Republic","Gorzka"
"Monsieur Truffe","Papaua New Guinea",1391,2014,70,"Australia",3.25,"Papua New Guinea","Deserowa"
"Montecristi","Manabi",1654,2015,70,"Ecuador",3.25,"Ecuador","Deserowa"
"Montecristi","Manabi",1654,2015,63,"Ecuador",3.5,"Ecuador","Deserowa"
"Montecristi","Manabi",1658,2015,85,"Ecuador",3.5,"Ecuador","Gorzka"
"Muchomas (Mesocacao)","Nicaragua",1462,2015,70,"U.S.A.",3.5,"Nicaragua","Deserowa"
"Muchomas (Mesocacao)","Nicaragua",1462,2015,80,"U.S.A.",3.5,"Nicaragua","Gorzka"
"Mutari","Kokoa Kamili, batch 1 SRB",1896,2016,68,"U.S.A.",2.75,"Tanzania","Deserowa"
"Mutari","Oko Caribe, batch 1 SRB",1896,2016,71,"U.S.A.",2.75,"Domincan Republic","Gorzka"
"Mutari","Ambanja, batch 1 SRB",1900,2016,68,"U.S.A.",2.75,"Madagascar","Deserowa"
"Mutari","Tien Giang, batch 1 SRB",1900,2016,80,"U.S.A.",3,"Vietnam","Gorzka"
"Nahua","Costa Rica, Oscuro",1049,2013,58,"Costa Rica",2.5,"Costa Rica","Deserowa"
"Nahua","Costa Rica, Oscuro",1049,2013,70,"Costa Rica",3,"Costa Rica","Deserowa"
"Naive","Trinidad & Tobago",1046,2013,70,"Lithuania",3.75,"Trinidad, Tobago","Deserowa"
"Naive","Maranon Canyon, Fortunato No. 4",1133,2013,78,"Lithuania",3.75,"Peru","Gorzka"
"Naive","Grenada",867,2012,71,"Lithuania",2.5,"Grenada","Gorzka"
"Na�ve","Nicaragua",1379,2014,70,"Lithuania",3.25,"Nicaragua","Deserowa"
"Na�ve","Chuao",1399,2014,75,"Lithuania",2.75,"Venezuela","Gorzka"
"Na�ve","Barinas",1399,2014,70,"Lithuania",3,"Venezuela","Deserowa"
"Nanea","Criollo Blend",1007,2013,85,"U.S.A.",3.5,"Hawaii","Gorzka"
"Nathan Miller","Peru",1403,2014,72,"U.S.A.",2.25,"Peru","Gorzka"
"Nathan Miller","Hispaniola",1403,2014,70,"U.S.A.",2.5,"Dominican Republic","Deserowa"
"Nathan Miller","Madagascar",1403,2014,73,"U.S.A.",2.5,"Madagascar","Gorzka"
"Nathan Miller","Ghana",1403,2014,70,"U.S.A.",3.5,"Ghana","Deserowa"
"Neuhaus (Callebaut)","Papua New Guinea",531,2010,70,"Belgium",2.5,"Papua New Guinea","Deserowa"
"Neuhaus (Callebaut)","Manickchand Estate",230,2008,67,"Belgium",3.75,"Trinidad","Deserowa"
"Neuhaus (Callebaut)","Dark",135,2007,73,"Belgium",1," ","Gorzka"
"Neuhaus (Callebaut)","West Africa",15,2006,73,"Belgium",2,"West Africa","Gorzka"
"Neuhaus (Callebaut)","Sao Tome",15,2006,75,"Belgium",2.75,"Sao Tome","Gorzka"
"Neuhaus (Callebaut)","Ocumare",24,2006,71,"Belgium",3,"Venezuela","Gorzka"
"Nibble","Patanemo",1526,2015,72,"U.S.A.",2.25,"Venezuela","Gorzka"
"Nibble","Elvesia P.",1526,2015,72,"U.S.A.",2.75,"Dominican Republic","Gorzka"
"Nibble","Ambanja, Sambirano Valley",1526,2015,72,"U.S.A.",3,"Madagascar","Gorzka"
"Nibble","Tumbes",1526,2015,72,"U.S.A.",3,"Peru","Gorzka"
"Night Owl","Peru",1022,2013,75,"U.S.A.",2.75,"Peru","Gorzka"
"Night Owl","Ecuador",1022,2013,75,"U.S.A.",3.5,"Ecuador","Gorzka"
"Noble Bean aka Jerjobo","Ghana",1295,2014,75,"U.S.A.",3,"Ghana","Gorzka"
"Noble Bean aka Jerjobo","Moho Valley",1299,2014,75,"U.S.A.",3,"Belize","Gorzka"
"Noble Bean aka Jerjobo","Maranon Canyon",1299,2014,75,"U.S.A.",3.25,"Peru","Gorzka"
"Noir d' Ebine","Venezuela",837,2012,70,"U.S.A.",3,"Venezuela","Deserowa"
"Noir d' Ebine","Ecuador",841,2012,70,"U.S.A.",3,"Ecuador","Deserowa"
"Nova Monda","La Patriota, cacao Indio, purple label",931,2012,70,"Nicaragua",3,"Nicaragua","Deserowa"
"Nova Monda","La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75,"Niacragua",2.75,"Nicaragua","Gorzka"
"Nova Monda","Punta Galera, cacao Nacional, gold label",935,2012,80,"Nicaragua",3.25,"Ecuador","Gorzka"
"Nuance","Ghana, 2013",1454,2015,70,"U.S.A.",3.75,"Ghana","Deserowa"
"Nuance","Ecuador, 2013",1458,2015,70,"U.S.A.",2.75,"Ecuador","Deserowa"
"Nuance","Canoabo, 2013",1458,2015,70,"U.S.A.",3,"Venezuela","Deserowa"
"Nuance","Sambirano Valley, 2012",1458,2015,70,"U.S.A.",3.5,"Madagascar","Deserowa"
"Nuance","La Red",1470,2015,70,"U.S.A.",3.75,"Dominican Republic","Deserowa"
"Nugali","Fazenda Leolinda",1876,2016,70,"Brazil",3.5,"Brazil","Deserowa"
"Oakland Chocolate Co.","Jamaica",478,2010,70,"U.S.A.",2.5,"Jamaica","Deserowa"
"Obolo","Pangoa",1638,2015,70,"Chile",3.75,"Peru","Deserowa"
"Obolo","Pangoa, w/ nibs",1638,2015,70,"Chile",3.75,"Peru","Deserowa"
"Ocelot","Virunga",1558,2015,70,"Scotland",3.75,"Congo","Deserowa"
"Ocelot","Piura",1558,2015,75,"Scotland",4,"Peru","Gorzka"
"Ocho","Sang Yum Coop",1760,2016,100,"New Zealand",2.75,"Samoa","Gorzka"
"Ocho","Sang Yum Coop",1760,2016,70,"New Zealand",3.5,"Samoa","Deserowa"
"Ocho","PNG, Devotion",1411,2014,66,"New Zealand",2.75,"Papua New Guinea","Deserowa"
"Ocho","PNG, Revolution",1411,2014,70,"New Zealand",3,"Papua New Guinea","Deserowa"
"Ocho","PNG, Voodoo",1411,2014,88,"New Zealand",3.25,"Papua New Guinea","Gorzka"
"Ocho","PNG, Nib Bar",1411,2014,74,"New Zealand",3.5,"Papua New Guinea","Gorzka"
"Ohiyo","San Juan Estate, Gran Couva",1594,2015,70,"U.S.A.",2.75,"Trinidad","Deserowa"
"Ohiyo","Tanzania",1598,2015,70,"U.S.A.",3,"Tanzania","Deserowa"
"Oialla by Bojessen (Malmo)","Sylvestre, Oialla",761,2011,70,"Germany",3.5,"Bolivia","Deserowa"
"Olive and Sinclair","Dominican Republic prototype",486,2010,72,"U.S.A.",3,"Dominican Republic","Gorzka"
"Olive and Sinclair","Ghana prototype",486,2010,72,"U.S.A.",3,"Ghana","Gorzka"
"Olive and Sinclair","Dark 67",457,2009,67,"U.S.A.",2.75,"Ghana, Domin. Rep","Deserowa"
"Olive and Sinclair","Dark 75",457,2009,75,"U.S.A.",3,"Ghana, Domin. Rep","Gorzka"
"Olivia","Carribean-Raw",688,2011,76,"Canada",2,"Carribean","Gorzka"
"Olivia","Carribean",688,2011,76,"Canada",2.75,"Carribean","Gorzka"
"Olivia","Carribean",688,2011,85,"Canada",2.75,"Carribean","Gorzka"
"Olivia","Carribean-Raw",688,2011,85,"Canada",3,"Carribean","Gorzka"
"Omanhene","Ghana",693,2011,80,"Ghana",2.75,"Ghana","Gorzka"
"Omnom","Kakao Kamili, Kilombero Valley",1816,2016,70,"Iceland",3.75,"Tanzania","Deserowa"
"Omnom","Papua New Guinea",1247,2014,70,"Iceland",3,"Papua New Guinea","Deserowa"
"Omnom","Madagascar",1247,2014,66,"Iceland",3.5,"Madagascar","Deserowa"
"organicfair","Maya Mountain",1161,2013,74,"Canada",2.75,"Belize","Gorzka"
"organicfair","La Red",1165,2013,72,"Canada",2.75,"Dominican Republic","Gorzka"
"organicfair","Nicaraqua",1165,2013,72,"Canada",2.75,"Nicaragua","Gorzka"
"organicfair","Caribe",1165,2013,72,"Canada",3,"Dominican Republic","Gorzka"
"organicfair","Mindo",1165,2013,72,"Canada",3,"Ecuador","Gorzka"
"Original Beans (Felchlin)","Papua Kerafat",1438,2014,68,"Switzerland",2.75,"Papua New Guinea","Deserowa"
"Original Beans (Felchlin)","Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80,"Switzerland",3.25," ","Gorzka"
"Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66,"Switzerland",3.75,"Bolivia","Deserowa"
"Original Beans (Felchlin)","D.R. Congo, Cru Virunga",331,2009,70,"Switzerland",3,"Congo","Deserowa"
"Original Beans (Felchlin)","Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75,"Switzerland",3,"Peru","Gorzka"
"Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68,"Switzerland",3.25,"Bolivia","Deserowa"
"Original Hawaiin Chocolate Factory","Hawai'i, Kona Grand Cru E.",316,2009,60,"U.S.A.",3,"Hawaii","Deserowa"
"Original Hawaiin Chocolate Factory","Hawai'i, Kona Estate Grown",24,2006,60,"U.S.A.",3,"Hawaii","Deserowa"
"Orquidea","Peru",859,2012,65,"Peru",3,"Peru","Deserowa"
"Orquidea","Peru",859,2012,72,"Peru",3,"Peru","Gorzka"
"Pacari","Sierra Nevada, Tutu Iku",1848,2016,70,"Ecuador",4,"Colombia","Deserowa"
"Pacari","Garaua",1415,2014,70,"Ecuador",3.25,"Ecuador","Deserowa"
"Pacari","Cumbia",1415,2014,70,"Ecuador",3.5,"Ecuador","Deserowa"
"Pacari","Montubia",1415,2014,70,"Ecuador",3.75,"Ecuador","Deserowa"
"Pacari","Tangara",1415,2014,70,"Ecuador",4,"Ecuador","Deserowa"
"Pacari","Ecuador, raw",817,2012,85,"Ecuador",2.75,"Ecuador","Gorzka"
"Pacari","Piura",863,2012,70,"Ecuador",4,"Peru","Deserowa"
"Pacari","Nube- prototype",721,2011,70,"Ecuador",3.5,"Ecuador","Deserowa"
"Pacari","Esmeraldas",224,2008,60,"Ecuador",2.5,"Ecuador","Deserowa"
"Pacari","Manabi",224,2008,65,"Ecuador",2.75,"Ecuador","Deserowa"
"Pacari","Los Rios",224,2008,72,"Ecuador",3,"Ecuador","Gorzka"
"Pacari","Raw",266,2008,100,"Ecuador",2,"Ecuador","Gorzka"
"Pacari","Raw",266,2008,70,"Ecuador",3.5,"Ecuador","Deserowa"
"Palette de Bine","Lachua",1720,2016,70,"Canada",2.75,"Guatemala","Deserowa"
"Palette de Bine","Maya Mtn",1720,2016,72,"Canada",3,"Belize","Gorzka"
"Palette de Bine","Silvestre, La Paz, Beni",1570,2015,70,"Canada",3.25,"Bolivia","Deserowa"
"Palette de Bine","San Juan Estate, Gran Couva",1570,2015,70,"Canada",3.25,"Trinidad","Deserowa"
"Palette de Bine","Kokoa Kamili",1574,2015,72,"Canada",3.5,"Tanzania","Gorzka"
"Palette de Bine","Lam Dong",1574,2015,72,"Canada",3.75,"Vietnam","Gorzka"
"Palette de Bine","Alto Beni, Palos Blancos",1239,2014,72,"Canada",2.75,"Bolivia","Gorzka"
"Palette de Bine","Sambirano",1239,2014,78,"Canada",3.75,"Madagascar","Gorzka"
"Palette de Bine","Camino Verde P., Balao, Guayas",1303,2014,75,"Canada",2.75,"Ecuador","Gorzka"
"Palette de Bine","Duo- Gran Couva & Camino Verde",1399,2014,75,"Canada",3.5,"Trinidad, Ecuador","Gorzka"
"Palette de Bine","Gran Couva",1399,2014,70,"Canada",3.75,"Trinidad","Deserowa"
"Pangea","Matasawalevu",1860,2016,76,"Spain",3,"Fiji","Gorzka"
"Park 75","South America",1363,2014,65,"U.S.A.",3.5,"South America","Deserowa"
"Parliament","Kilombero Valley",1856,2016,70,"U.S.A.",3.25,"Tanzania","Deserowa"
"Parliament","Lachua, Q'egchi families",1542,2015,70,"U.S.A.",3.5,"Guatemala","Deserowa"
"Parliament","Alto Beni",1251,2014,70,"U.S.A.",3,"Bolivia","Deserowa"
"Parliament","Oko Caribe",1255,2014,70,"U.S.A.",3.5,"Dominican Republic","Deserowa"
"Pascha","Peru",1137,2013,55,"Peru",2.5,"Peru","Deserowa"
"Pascha","Peru",1137,2013,70,"Peru",2.75,"Peru","Deserowa"
"Patric","Signature Blend",636,2011,70,"U.S.A.",3.75," ","Deserowa"
"Patric","Madagascar",331,2009,75,"U.S.A.",4,"Madagascar","Gorzka"
"Patric","Madagascar",439,2009,67,"U.S.A.",3.5,"Madagascar","Deserowa"
"Patric","Rio Caribe, Paria Penninsula",439,2009,70,"U.S.A.",3.5,"Venezuela","Deserowa"
"Patric","Madagascar",196,2007,70,"U.S.A.",4,"Madagascar","Deserowa"
"Patric","Piura, Choc. Garage Exclusive",1034,2013,67,"U.S.A.",4,"Peru","Deserowa"
"Paul Young","Madagascar, w/ shell",1271,2014,73,"U.K.",2.25,"Madagascar","Gorzka"
"Paul Young","Madagascar, w/ shell",1271,2014,64,"U.K.",2.75,"Madagascar","Deserowa"
"Peppalo","Dominican Republic",1454,2015,82,"U.S.A.",3,"Dominican Republic","Gorzka"
"Pierre Marcolini","Haut Penja, w/ nibs",1658,2015,70,"Belgium",3.25,"Cameroon","Deserowa"
"Pierre Marcolini","Chuao",478,2010,75,"Belgium",3,"Venezuela","Gorzka"
"Pierre Marcolini","Trinite",478,2010,75,"Belgium",3.25,"Trinidad","Gorzka"
"Pierre Marcolini","Baracoa, Cuba",516,2010,78,"Belgium",3.75,"Cuba","Gorzka"
"Pierre Marcolini","Peru, Las Pampas P.",531,2010,85,"Belgium",3,"Peru","Gorzka"
"Pierre Marcolini","Bahia Brazil, Fazenda Sao Pedro",414,2009,72,"Belgium",3,"Brazil","Gorzka"
"Pierre Marcolini","Porcelana, Tabasco, Finca La Joya",445,2009,72,"Belgium",3,"Mexico","Gorzka"
"Pierre Marcolini","Cabosse",111,2007,70,"Belgium",4,"Venezuela, Java","Deserowa"
"Pierre Marcolini","Los Rios, Puerto Romero, Equateur",129,2007,72,"Belgium",3.75,"Ecuador","Gorzka"
"Pierre Marcolini","Sambirano, Ambanja, Madagascar",141,2007,72,"Belgium",4,"Madagascar","Gorzka"
"Pierre Marcolini","Fleur de Cacao",166,2007,85,"Belgium",3.5,"Venezuela/ Ghana","Gorzka"
"Pierre Marcolini","Porcelana, Tabasco, Limited Ed.",81,2006,72,"Belgium",4,"Mexico","Gorzka"
"Pierre Marcolini","Kendem Lembu, Java",93,2006,72,"Belgium",3,"Indonesia","Gorzka"
"Pierre Marcolini","Ocumare, Puerto Cabello, Venezuela",93,2006,72,"Belgium",4,"Venezuela","Gorzka"
"Pinellas","Wampusirpi Region",1772,2016,80,"U.S.A.",2.5,"Honduras","Gorzka"
"Pitch Dark","Tenor",1506,2015,62,"U.S.A.",2.5,"Nicaragua","Deserowa"
"Pitch Dark","Johe",1506,2015,80,"U.S.A.",2.75,"Nicaragua","Gorzka"
"Pitch Dark","Chuno",1510,2015,80,"U.S.A.",2.75,"Nicaragua","Gorzka"
"Pitch Dark","Nicalizo",1510,2015,80,"U.S.A.",2.75,"Nicaragua","Gorzka"
"Pitch Dark","Rugoso",1510,2015,80,"U.S.A.",3.25,"Nicaragua","Gorzka"
"Pitch Dark","Akesson Estate",1311,2014,73,"U.S.A.",3.25,"Madagascar","Gorzka"
"Pitch Dark","Namau Village",1315,2014,73,"U.S.A.",2.5,"Fiji","Gorzka"
"Pitch Dark","Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73,"U.S.A.",3.25,"Ecuador","Gorzka"
"Pitch Dark","Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73,"U.S.A.",3.5,"Ecuador","Gorzka"
"Pomm (aka Dead Dog)","La Red, 2011",829,2012,76,"U.S.A.",2.5,"Dominican Republic","Gorzka"
"Pomm (aka Dead Dog)","Peru",829,2012,82,"U.S.A.",2.75,"Peru","Gorzka"
"Potomac","Oko Caribe, Duarte Province, 2016 H.",1820,2016,70,"U.S.A.",3.75,"Domincan Republic","Deserowa"
"Potomac","Cuyagua, 2013",1387,2014,70,"U.S.A.",3.75,"Venezuela","Deserowa"
"Potomac","Upala w/ nibs",647,2011,70,"U.S.A.",3.5,"Costa Rica","Deserowa"
"Potomac","Upala, Batch 18",654,2011,70,"U.S.A.",3,"Costa Rica","Deserowa"
"Potomac","San Martin, Amazonian Highlands",789,2011,70,"U.S.A.",2.75,"Peru","Deserowa"
"Potomac","Bahia",789,2011,70,"U.S.A.",3.5,"Brazil","Deserowa"
"Potomac","Upala, Batch 12",607,2010,82,"U.S.A.",3.75,"Costa Rica","Gorzka"
"Pralus","Peru",1446,2015,75,"France",3.25,"Peru","Gorzka"
"Pralus","Porcelana, S. of Lake Maracaibo",717,2011,75,"France",3.25,"Venezuela","Gorzka"
"Pralus","Chuao",486,2010,75,"France",3.5,"Venezuela","Gorzka"
"Pralus","Cuyagua",451,2009,75,"France",2,"Venezuela","Gorzka"
"Pralus","Papouasie",199,2008,75,"France",3,"Papua New Guinea","Gorzka"
"Pralus","Sambirano Valley, Le 100%",202,2008,100,"France",3,"Madagascar","Gorzka"
"Pralus","Dominican Republic-Organic",280,2008,75,"France",2,"Dominican Republic","Gorzka"
"Pralus","Monte Alegre, Diego Badero",280,2008,75,"France",3.5,"Brazil","Gorzka"
"Pralus","Claudio Corallo w/ nibs",162,2007,75,"France",4,"Sao Tome","Gorzka"
"Pralus","Monte Alegre (Itacare), Brazil",105,2006,75,"France",3,"Brazil","Gorzka"
"Pralus","Tanzania",105,2006,75,"France",3.5,"Tanzania","Gorzka"
"Pralus","Sao Tome & Principe",5,2006,75,"France",3.5,"Sao Tome & Principe","Gorzka"
"Pralus","Trinidad",5,2006,75,"France",3.5,"Trinidad","Gorzka"
"Pralus","Madagascar, Nosy Be Isle.",5,2006,75,"France",3.75,"Madagascar","Gorzka"
"Pralus","Java, Indonesie",32,2006,75,"France",3.5,"Indonesia","Gorzka"
"Pralus","Barlovento, Venezuela",32,2006,75,"France",3.5,"Venezuela","Gorzka"
"Pralus","Jamaique",32,2006,75,"France",4,"Jamaica","Gorzka"
"Pralus","Equateur",40,2006,75,"France",3,"Ecuador","Gorzka"
"Pralus","Vanuatu",40,2006,75,"France",3,"Vanuatu","Gorzka"
"Pralus","Ghana",40,2006,75,"France",3.25,"Ghana","Gorzka"
"Pralus","Colombie",40,2006,75,"France",3.5,"Colombia","Gorzka"
"Pralus","Fortissima",93,2006,80,"France",4,"Ecuador","Gorzka"
"Pralus","Cuba",99,2006,75,"France",3,"Cuba","Gorzka"
"Pralus","Caracas, Venezuela and Ghana",99,2006,75,"France",3,"Venezuela, Ghana","Gorzka"
"Pralus","Djakarta, Java and Ghana",99,2006,75,"France",3.5,"Indonesia, Ghana","Gorzka"
"Pump Street Bakery","Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77,"U.K.",3.5,"Ecuador","Gorzka"
"Pump Street Bakery","Crayfish Bay Estate, 2014",1502,2015,70,"U.K.",3.5,"Grenada","Deserowa"
"Pump Street Bakery","Akesson's, batch 4411",1530,2015,74,"U.K.",3.5,"Madagascar","Gorzka"
"Pump Street Bakery","Honduras",1688,2015,80,"U.K.",2.75,"Honduras","Gorzka"
"Pump Street Bakery","Patanemo Vil., Carabobo State, Tisano family",1223,2014,75,"U.K.",2.75,"Venezuela","Gorzka"
"Pump Street Bakery","Guantupi River",1223,2014,75,"U.K.",3,"Ecuador","Gorzka"
"Pump Street Bakery","Akessons Estate, Sambirano, Ambanja",1223,2014,72,"U.K.",3.25,"Madagascar","Gorzka"
"Pump Street Bakery","Guantupi River",1227,2014,85,"U.K.",2.75,"Ecuador","Gorzka"
"Pura Delizia","Venezuela",931,2012,73,"Italy",2.75,"Venezuela","Gorzka"
"Q Chocolate","Brazil",1057,2013,75,"Brazil",3.25,"Brazil","Gorzka"
"Q Chocolate","Brazil",1057,2013,85,"Brazil",3.5,"Brazil","Gorzka"
"Q Chocolate","Brazil",1069,2013,55,"Brazil",2.75,"Brazil","Deserowa"
"Q Chocolate","Brazil",1069,2013,80,"Brazil",3.25,"Brazil","Gorzka"
"Q Chocolate","Brazil",935,2012,60,"Brazil",3,"Brazil","Deserowa"
"Q Chocolate","Brazil",935,2012,65,"Brazil",3.25,"Brazil","Deserowa"
"Quetzalli (Wolter)","Mexico, Lot 28022016",1796,2016,70,"Mexico",2.75,"Mexico","Deserowa"
"Quetzalli (Wolter)","Uranga, Lot 22032016",1800,2016,74,"Mexico",3,"Mexico","Gorzka"
"Raaka","Amazon Basin Blend",1788,2016,70,"U.S.A.",3,"Peru(SMartin,Pangoa,nacional)","Deserowa"
"Raaka","Virunga",1708,2015,75,"U.S.A.",2.75,"Congo","Gorzka"
"Raaka","Madagascar",959,2012,75,"U.S.A.",3.25,"Madagascar","Gorzka"
"Raaka","La Red",785,2011,85,"U.S.A.",3.5,"Dominican Republic","Gorzka"
"Rain Republic","Suchitepequez E.",470,2010,70,"Guatemala",2.75,"Guatemala","Deserowa"
"Rancho San Jacinto","Ecuador",565,2010,75,"Eucador",3,"Ecuador","Gorzka"
"Ranger","San Martin, Batch 2",1558,2015,70,"U.S.A.",2.5,"Peru","Deserowa"
"Ranger","Chulucanas, Batch 1",1562,2015,80,"U.S.A.",3.25,"Peru","Gorzka"
"Ranger","Tumbes, Batch 2",1562,2015,73,"U.S.A.",3.5,"Peru","Gorzka"
"Raoul Boulanger","Piura",1872,2016,75,"France",3.25,"Peru","Gorzka"
"Raw Cocoa","Raw",867,2012,70,"Poland",2.5," ","Deserowa"
"Republica del Cacao (aka Confecta)","Esmeraldas",494,2010,75,"Ecuador",3.25,"Ecuador","Gorzka"
"Republica del Cacao (aka Confecta)","Los Rios, Vinces",439,2009,75,"Ecuador",2.5,"Ecuador","Gorzka"
"Republica del Cacao (aka Confecta)","Manabi",147,2007,75,"Ecuador",3,"Ecuador","Gorzka"
"Republica del Cacao (aka Confecta)","El Oro",147,2007,67,"Ecuador",3.5,"Ecuador","Deserowa"
"Republica del Cacao (aka Confecta)","Los Rios",170,2007,75,"Ecuador",3.75,"Ecuador","Gorzka"
"Ritual","Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75,"U.S.A.",3.75,"Ecuador","Gorzka"
"Ritual","Camino Verde P., Balao, Guayas, 2014",1466,2015,85,"U.S.A.",3.5,"Ecuador","Gorzka"
"Ritual","Mid Mountain, 2014",1466,2015,70,"U.S.A.",3.5," ","Deserowa"
"Ritual","Toledo District, Maya",1089,2013,75,"U.S.A.",3.75,"Belize","Gorzka"
"Ritual","Maranon, Cajamarca",1181,2013,75,"U.S.A.",3,"Peru","Gorzka"
"Ritual","Sambirano",891,2012,75,"U.S.A.",4,"Madagascar","Gorzka"
"Ritual","Camino Verde P., 2012, Balao, Guayas",967,2012,75,"U.S.A.",3.25,"Ecuador","Gorzka"
"Ritual","Gran Couva",979,2012,75,"U.S.A.",3.5,"Trinidad","Gorzka"
"Ritual","Costa Rica",745,2011,75,"U.S.A.",3.5,"Costa Rica","Gorzka"
"Roasting Masters","La Dorado, light roast",1844,2016,70,"South Korea",3.25,"Costa Rica","Deserowa"
"Roasting Masters","Tapanti, light roast",1844,2016,70,"South Korea",3.25,"Costa Rica","Deserowa"
"Roasting Masters","Maleku",1844,2016,70,"South Korea",3.25,"Costa Rica","Deserowa"
"Robert (aka Chocolaterie Robert)","Madagascar",1061,2013,75,"Madagascar",3.25,"Madagascar","Gorzka"
"Robert (aka Chocolaterie Robert)","Madagascar w/ nibs",1061,2013,68,"Madagascar",3.25,"Madagascar","Deserowa"
"Rococo (Grenada Chocolate Co.)","Gru Grococo, St. Andrews",923,2012,66,"U.K.",3.5,"Grenada","Deserowa"
"Rogue","La Masica, Batch 1, FHIA Research Center",1748,2016,75,"U.S.A.",3.75,"Honduras","Gorzka"
"Rogue","Caranero, Choc. Garage Exclusive",1446,2015,70,"U.S.A.",3.75,"Venezuela","Deserowa"
"Rogue","Tranquilidad, Batch 1",1566,2015,75,"U.S.A.",3.25,"Bolivia","Gorzka"
"Rogue","Porcelana",1209,2014,80,"U.S.A.",3.75,"Venezuela","Gorzka"
